x,y
86,84.06555664
98,95.09901247
2,1.623709569
97,97.30938273
83,79.64726845
6,8.985944974
66,67.76614258
38,41.4886849
85,88.26577746
29,25.90261546
17,20.27394909
2,-3.371545009
92,94.3231588
26,25.06022335
69,66.74973622
83,82.00480189
7,6.0303174
29,29.05193851
33,32.19115137
25,27.62964318
47,50.07413746
18,20.74937019
77,73.23974787
23,24.47378046
69,66.85133936
84,82.48304247
83,76.54413307
44,43.27062747
70,66.01426916
49,49.05614979
61,59.45853264
26,31.60718228
21,21.48022252
5,8.535785365
89,86.92311973
74,71.39591091
10,7.481045128
9,6.190898366
37,36.98459532
90,87.44308766
34,38.38609279
38,40.7613961
34,35.50621826
73,77.13607323
80,79.52956074
34,32.97788077
54,55.08712979
72,67.25746656
52,52.65867642
14,15.58373991
17,16.29037044
71,73.53538088
73,73.8310563
25,24.5519506
100,96.63672513
45,44.78047015
65,64.52382447
26,24.14832798
16,14.09597428
85,85.67901483
54,51.41812884
38,34.91600167
38,36.40807277
67,66.25277861
59,57.7987544
73,70.30161948
82,83.97495533
82,83.51526533
25,28.56089204
68,68.25354609
79,76.13403296
63,62.95664981
98,96.75446711
81,81.91728721
18,18.03550045
83,84.30826514
21,19.37089479
95,93.65210618
32,28.16117613
46,43.95228376
29,23.97823447
86,84.64453557
67,69.04860113
49,50.50143156
24,25.91420548
6,5.851500663
10,5.946609996
95,95.76377438
35,33.10505087
90,89.30428121
96,97.02628968
76,77.16007825
21,20.4877921
9,7.776212568
10,8.810829753
47,50.87948595
85,83.58611537
71,71.3082291
35,36.77040068
26,23.29407431
60,66.16198151
81,82.64030615
97,96.88283166
22,21.76043762
67,67.21305195
18,20.11380077
32,33.17238146
23,17.40949943
80,77.20748129
17,21.2192323
48,44.78111244
20,23.58389551
27,26.33721544
40,44.4591108
55,53.84023255
58,56.03834477
73,76.66110128
46,50.17078405
6,7.318362906
22,27.29426692
3,8.071166166
34,34.15333415
13,15.45545369
43,41.67544876
66,60.43778025
50,48.04913178
66,64.29299292
23,24.38309102
8,8.969666532
8,11.97827217
80,81.30259784
91,89.21872534
91,92.50036147
25,23.30440387
31,28.23214322
76,73.18297645
8,10.37333413
14,13.08038752
14,13.43482384
50,49.19176125
61,59.21447707
80,77.59479544
63,64.98712818
71,68.37314252
36,32.3686975
38,38.20815051
30,22.53668032
95,92.2277632
55,55.9560731
74,73.85660128
85,82.3239734
92,92.79688171
89,86.1475911
32,26.25406525
88,90.09163005
14,18.02488149
64,68.02394922
92,88.87660724
86,88.93442392
87,85.94969127
72,70.60994788
39,43.45547909
40,35.12530638
69,66.08173527
8,6.825264271
94,92.29824736
33,35.78193958
88,85.44946288
24,23.57943286
48,53.94221328
83,87.28829439
67,73.68211214
51,48.20783275
41,36.26869877
10,12.18071911
63,61.42042999
16,13.06613204
85,84.02976095
45,41.94126763
85,85.5516389
51,50.28428645
35,32.63368073
26,28.78702393
42,44.16082664
31,32.07450179
13,12.7498678
24,26.17846311
73,73.95116537
61,60.02983544
66,63.16551812
61,63.04579089
65,64.56005573
31,33.54784306
90,93.66117022
85,85.22942539
96,94.58058695
88,90.8534947
31,26.61437913
26,27.32559509
91,89.94037314
98,95.47415684
84,89.83387221
50,55.2565589
46,42.15249834
82,82.84781896
9,9.830577513
80,82.97318383
57,52.59896512
79,82.96369997
1,4.136955896
89,86.26179579
35,37.68170785
69,71.76224953
27,28.62867969
59,58.29089953
61,59.83801012
99,103.8781845
19,12.45471183
50,51.90500439
24,22.95679677
57,57.78662315
100,99.74822756
77,81.27999371
86,81.43054767
45,47.51400599
69,71.14788174
92,91.75092993
68,69.14825448
13,14.12793604
16,19.34430271
63,56.30113624
2,4.210527313
44,45.02727398
10,10.30222671
67,65.49516171
22,21.20677603
27,30.0954907
87,85.8635855
74,69.04993043
70,64.24752341
18,17.55124731
13,15.61482581
15,12.20800013
71,69.97630524
1,8.309859233
41,39.984517
50,54.5829356
11,12.54941149
7,4.637193383
22,18.21569312
40,38.09182742
6,4.506135767
26,26.22144176
87,85.43009851
16,15.81846024
5,4.873785918
66,65.02129854
31,33.00821624
13,13.48738894
69,65.19084674
86,86.39854088
63,66.42604419
22,25.97968886
27,28.44794037
100,98.44836827
31,28.8507762
94,94.9358461
41,40.1740273
95,97.38759025
24,22.72404286
83,81.7185261
38,33.37285295
18,12.79124476
4,3.089791058
24,21.44104919
30,31.19245393
67,68.66164531
68,62.47770492
50,44.13974362
98,98.09596051
5,1.60052944
97,95.80941897
45,41.29801583
79,79.80100544
7,7.091731389
13,16.16590119
6,1.858578699
36,39.36255013
47,43.99505317
63,60.88642783
36,36.84325839
32,27.98834321
86,87.00594516
30,28.3636177
28,21.61351809
7,4.53694706
92,89.56725731
43,41.94873816
78,77.62478501
42,40.82325848
35,41.12732418
35,34.2066132
52,52.91777695
45,44.29555193
80,80.86272213
51,46.94142494
17,20.23566647
87,91.83869309
60,61.75979056
91,87.22716924
29,28.38161657
70,71.56042661
53,54.7518686
86,90.39439941
55,54.11007761
33,29.67544424
9,6.397352885
23,23.30832752
55,53.85822584
57,55.9974128
17,18.59000388
41,36.2069193
25,24.29249686
53,52.67242786
28,26.07352806
45,45.82939985
55,52.50597993
12,9.820799893
100,99.22760315
78,75.08011509
26,25.44887476
7,7.630405414
60,62.0060198
22,20.63656786
58,57.27209553
88,88.07009715
68,66.96182429
67,65.33950723
8,6.500214069
48,48.7888275
49,45.85908453
10,9.278602341
98,96.24888374
40,38.42306147
86,84.69104487
10,5.457921935
7,12.37894607
61,57.964923
59,60.94049783
43,44.38998881
90,87.83976466
96,95.24577692
36,40.17046901
44,47.54128632
16,17.60946706
95,97.33097815
79,85.23985244
10,5.854150907
86,87.47029706
89,86.943809
11,11.40642165
7,12.16446402
45,44.95187601
5,7.160290707
83,82.06858634
97,101.2439591
79,80.1709721
36,43.70656142
42,45.63219904
38,40.77687397
67,63.15285668
21,22.62805575
47,43.33028315
88,91.56472369
67,71.58315673
24,24.69512571
15,7.674123092
68,64.82912788
24,19.23163846
57,64.16952221
27,27.25731337
62,64.17330979
90,85.63644027
91,87.98784185
33,34.34056187
71,71.50936789
12,8.040772003
33,30.12734208
89,86.74733614
70,66.72250574
90,85.43343184
37,37.22105563
36,35.55134047
76,77.76305951
13,12.95273643
59,53.60672291
35,38.28641189
13,10.60398451
53,54.7212215
96,94.25303028
80,77.66001091
93,88.87529196
44,44.10898396
33,31.06095137
77,76.94274341
68,71.46341577
49,53.23491389
79,77.78894663
58,61.49762186
15,13.94287524
22,17.87011267
14,13.85333567
89,90.45768944
82,82.44350977
88,85.48585743
42,42.98020831
10,3.301947007
1,-1.194846308
27,29.63403501
49,49.49788794
51,49.83654702
30,31.47485277
99,94.16707539
28,27.6949291
46,49.04054138
9,11.4090834
17,13.4655929
38,34.83758133
27,30.13951703
56,57.37635931
19,18.54944104
4,6.549278964
1,1.18030697
56,56.07898339
85,87.19385335
50,47.26926831
62,56.68327192
9,5.237121928
51,51.18091776
69,72.47381784
71,73.99843962
49,45.23199668
49,45.24570265
80,76.96138804
43,43.49702718
95,94.8598562
11,9.363919143
30,34.18073856
84,86.28906853
42,43.41755759
40,36.31645084
68,67.6155996
66,63.74876421
47,49.364553
82,84.30811351
20,20.11431801
41,45.17424639
82,83.19062264
47,43.5944533
89,89.0409134
9,12.37293614
4,4.807212355
32,30.16329042
12,8.889767253
42,37.16434919
0,-0.476210734
54,54.12175178
98,101.0912807
88,87.36875777
81,79.79614581
89,82.50868753
100,97.6664251
0,3.300623745
84,85.18780649
65,65.87893699
5,10.75823621
99,98.81983629
38,37.53702395
59,58.80722082
51,50.61083909
82,82.22177828
33,33.09694758
92,95.99633424
68,68.13332111
86,81.52019188
18,16.99253753
11,13.72589553
75,75.11087792
14,5.616050849
80,82.65591987
29,33.15408058
47,48.47973386
29,25.12249621
81,79.25328409
35,32.2795451
86,83.60554115
55,56.60982169
39,39.9923383
58,59.87758732
8,6.769821022
100,94.63275229
27,28.12423589
47,50.09341905
79,81.5660619
27,28.58345501
17,21.30173189
83,87.24897674
93,95.39460756
65,65.39444684
20,22.49999439
62,59.26282185
90,89.62429715
90,89.55116582
88,87.50488306
74,73.52800825
9,14.09541672
95,93.1796234
62,61.86459952
25,23.43346613
97,92.83393546
9,9.970035233
2,-0.155154204
1,6.063586712
17,15.43380795
67,66.76560112
76,78.11010625
5,7.525447543
11,11.54081166
78,76.57089747
36,37.03623065
24,21.31218911
35,37.09499416
56,59.94216141
34,38.1333937
17,15.36664949
50,48.2670706
96,97.56184406
1,3.293041727
68,62.31558138
6,8.299253762
97,94.72041341
4,4.270867574
53,54.8186445
80,82.00917678
19,20.26654151
55,56.05383325
74,73.4236383
14,11.88991759
1,-3.371304204
10,6.027379109
67,73.15937261
22,27.29167276
35,30.81218231
98,102.8472939
11,8.303488873
4,0.113722662
31,31.4192729
19,16.95759234
16,9.747940116
65,63.4442829
38,38.87926867
24,24.52376254
10,9.060920336
88,86.07546214
77,72.0841563
61,63.36871538
52,43.72495226
24,25.70411414
60,60.35463491
10,11.88009936
97,99.17429678
44,41.32366564
1,0.016335616
60,58.35750484
20,17.66020695
10,13.00913826
86,88.7338945
31,26.7681443
75,77.1465444
97,94.39188186
34,34.94563765
32,28.66265402
43,42.07250522
87,86.66778073
31,30.47177685
55,56.64288077
15,12.42592896
33,32.51890888
100,98.30466173
92,95.020241
40,38.46802921
46,45.88395987
94,92.73156716
15,18.52135987
7,7.633746952
42,39.24540783
98,99.31036074
78,73.35646873
27,24.86891444
18,20.89393904
32,31.19657037
76,79.83603646
44,47.57448857
23,26.0300605
94,90.84399667
15,20.88374172
12,11.93734017
89,84.91284331
17,15.6795157
26,23.3639592
19,22.06694102
89,85.94346422
38,43.31980872
32,34.754921
94,90.66106905
11,13.04918026
4,1.694025308
89,89.67293872
69,66.29241109
35,39.7245235
98,95.28620683
5,5.277903233
19,18.5984188
76,79.40326287
99,90.17509742
66,68.46503386
61,54.66961121
87,85.26270662
67,68.37425658
17,20.3205411
86,87.33590857
33,37.06382332
35,33.24064649
34,31.46037885
32,31.49975487
79,78.39551055
70,71.28690727
39,36.76541179
52,48.1379217
9,6.024164771
34,35.9173266
49,47.34601469
21,17.15617527
100,94.48920442
86,85.18102641
93,90.22068165
64,65.8015679
97,92.10638474
15,10.41218623
89,88.16360077
47,44.44099157
100,98.18298365
28,29.08838774
17,19.02297971
67,63.88054598
28,19.72985934
29,28.02968287
2,0.806562599
63,59.98986778
61,64.75409097
82,85.96195383
57,50.42239626
16,14.03332431
11,10.99398803
75,79.89741213
13,17.25740198
10,10.16480931
74,67.52011136
36,40.99073093
64,56.92526002
87,83.79062406
17,18.97616813
12,10.34281952
41,43.62212557
33,30.18676668
47,47.28406899
11,14.30308149
53,46.63994133
70,70.66394654
24,21.1458897
76,82.49691804
48,47.74321777
22,16.79917496
46,49.22361489
36,35.41525594
97,101.2883267
87,86.02062885
51,51.88977514
61,59.84714333
84,81.06540837
68,68.59236133
75,73.39825397
30,28.33653151
4,7.473911249
11,12.4572008
79,79.22461504
13,16.17477177
90,93.69199053
70,73.45905504
78,77.06795221
5,4.159708555
43,41.93863439
23,22.14855402
44,46.1520079
58,52.16149223
33,38.93036157
83,81.54534815
71,68.37948823
90,87.54332894
95,98.31172277
66,69.75460998
73,76.4650924
22,21.59001172
29,26.65578972
26,31.04603443
74,72.6985545
66,61.90029965
97,95.99482037
12,8.085304219
71,73.65294019
67,69.00352349
78,77.08286942
87,90.78482203
37,40.78840356
61,60.63294957
79,77.86737345
44,45.19307986
93,97.46831316
97,98.06949059
61,64.9644358
58,54.76037517
16,10.69730053
95,91.02451472
75,73.30854607
53,51.075123
96,94.97262079
50,50.96327525
63,65.84770211
61,57.52492852
91,86.20249695
67,63.65261819
78,76.11811997
62,64.34025352
57,58.06500782
38,38.70328406
33,30.03679008
50,55.02249133
94,93.81111022
65,68.25593016
54,53.0141397
37,36.32750446
43,41.11691567
76,79.83213162
87,87.71028532
40,38.1630973
59,57.62695565
73,72.78352775
5,0.66392512
67,66.32474762
59,59.47011357
30,28.76756263
42,41.43690217
97,94.4965787
84,84.16119717
67,66.03417946
66,70.97158828
93,97.03684655
17,19.39446824
37,33.11702515
50,49.23393886
78,78.22248628
90,85.22599934
44,45.49054425
63,65.54384272
56,59.64553289
56,58.07249209
61,66.56247782
27,23.99063569
22,24.60236759
47,49.87394419
42,37.79741199
62,62.0032928
39,38.94302528
17,14.88464308
51,49.77805256
31,26.63116928
63,60.53609459
99,96.34774201
95,99.46209916
40,39.17274538
42,45.05482255
1,7.571368807
34,36.55496382
85,88.99839642
14,7.363878947
66,70.60209105
54,56.58539642
3,1.499336716
83,83.77838213
53,57.49272087
79,77.07767475
90,90.43867665
64,61.59413519
73,75.71685768
49,53.30783989
39,39.00607149
25,18.28162564
50,46.9791765
21,16.38984704
33,30.84658972
29,29.62657155
57,61.53176852
93,94.21995737
16,16.36672775
68,74.6205376
94,92.12646883
27,28.49792333
21,21.96823821
13,10.65481204
35,30.52034935
49,45.20050323
53,48.31563697
53,49.91969941
47,44.45083487
24,24.04695871
30,35.49519766
68,67.87302369
79,76.60520897
88,89.1268727
18,17.3045966
93,91.73732237
64,63.61460769
59,59.76680443
1,1.064454336
59,57.64554734
95,91.59650883
52,55.84082989
74,71.78170933
93,88.36458512
0,-2.898885189
17,15.55991341
1,2.132733692
86,82.26791366
41,42.40529496
0,-2.682392367
34,35.60290384
43,45.08338687
76,76.36039623
0,1.193835088
71,68.16524123
91,90.8326784
73,68.44227665
46,45.43762388
88,88.85211593
48,50.41764431
7,6.947599628
91,94.1384986
53,59.81410661
30,33.39674236
30,21.75600622
53,57.02035602
97,90.47001054
9,11.56473487
79,75.51538476
81,77.20680144
84,82.55287756
62,61.31557946
67,67.55021511
29,27.2011023
65,62.74788657
85,85.35199072
42,42.01279587
41,40.52792925
25,26.38411849
48,49.94877215
16,18.71845366
34,33.25093506
16,9.116417873
23,26.43286481
30,30.76550579
12,12.4683521
58,58.30758101
91,88.42590653
10,7.127979651
6,3.143578033
29,26.25631981
35,38.11139507
8,10.97148605
15,10.54651088
93,98.13464897
68,64.56144671
64,64.92225859
15,14.64665817
23,23.40299594
85,82.24616284
76,75.76583836
77,73.75710286
91,91.08365534
94,94.78769289
22,18.77366355
66,64.84277439
42,44.50298082
38,39.12109903
84,85.80343583
83,85.28773895
99,99.05911053
67,70.37127849
29,35.70339386
8,10.60293965
72,72.73863126
66,64.9257199
13,7.8930783
16,13.06286635
24,20.64764508
58,55.60797441
34,31.99080413
83,80.03400485
12,12.51030961
82,82.18199615
43,44.01621866
59,55.46928408
1,-3.175151911
63,60.60556522
70,73.31498999
31,26.76004491
10,13.77649159
66,64.8634556
18,12.15814365
78,80.69889436
60,63.3626445
29,34.81192259
94,93.3724756
46,41.64773256
12,8.442498141
100,101.9989051
40,40.21782508
88,86.34272325
78,79.40054217
58,50.27586115
90,96.00891256
48,45.62889037
41,42.43304059
6,3.614944534
29,34.11362421
25,20.17261434
1,1.692569462
6,-0.686255479
85,86.61777352
39,37.23069932
97,97.86447027
0,0.407015709
76,75.49112462
3,3.379014253
9,5.698922362
56,56.65688613
47,50.91692986
92,94.36036202
70,71.94241113
23,30.24542447
96,98.15892098
23,20.75641395
78,79.3246267
3,5.814288123
40,46.82687255
78,74.96767851
12,11.31966049
15,21.12081387
75,76.08791139
13,7.943187869
2,-0.546387812
70,72.76887358
27,26.85619727
20,23.23367135
77,75.07992788
33,31.76279936
12,15.30147852
10,11.63742581
100,108.2288237
48,49.03623708
28,28.50079987
17,18.00148915
26,26.945501
82,80.41622455
4,2.120976168
57,56.33415523
80,82.78762203
65,63.60349713
91,93.9231706
100,102.3136819
47,47.62951904
68,62.10746132
2,7.020381
19,18.50953048
11,10.98824006
93,95.22303427
74,79.23444843
64,63.64973092
68,71.63141035
75,69.7071231
48,50.42682889
99,95.47667876
52,53.37638473
76,72.96528374
13,16.46821178
21,24.16388883
51,50.12657475
51,54.32809747
36,32.36571994
72,70.80021744
11,9.649557187
41,42.51115594
55,56.94693186
66,59.66734023
51,53.11402713
78,79.96978459
14,22.14267028
34,31.34924766
88,91.08574787
33,35.28748131
91,91.40452766
48,42.03474083
41,35.19507904
18,23.63477321
41,38.06069495
98,99.02471156
81,77.96087032
40,37.65406799
5,4.425505688
54,54.05863318
4,4.290119944
26,22.02850176
13,15.88305575
31,31.23403826
3,4.372028366
99,101.7006331
46,44.56438286
63,69.50477709
40,43.99213442
96,95.83836517
28,26.59739231
97,94.37783841
30,28.99950937
17,16.1516824
16,14.65016567
94,91.92151813
68,66.82154828
16,15.07663045
45,43.09921133
84,81.28865302
64,59.52323944
86,85.13065743
19,19.6695117
81,78.63647907
86,85.72101984
72,73.92009806
7,8.595845263
39,41.40625787
43,43.84150634
13,14.21497467
17,17.24632201
36,37.73880745
59,56.10004268
79,74.78472602
48,42.43885673
63,59.24363356
34,33.12825586
71,69.73557869
47,40.36779708
5,-0.538099134
25,26.25720614
65,66.79004193
28,30.26264658
61,62.29676681
76,72.56390966
17,17.3171951
39,38.56423672
57,53.53469292
81,84.36071909
5,4.421421823
96,97.92025703
57,53.8831748
67,68.68404221
52,51.22591905
45,49.17229398
19,22.43887923
28,27.31860975
5,6.07361874
49,48.71799194
58,61.95754898
28,33.94992238
69,67.81173234
74,74.36159014
45,42.765464
8,4.902192927
0,1.194667912
94,93.44836912
53,53.12967265
72,75.96998219
60,58.50695104
4,0.442660883
14,16.55335014
91,89.9515013
86,90.22778972
97,97.84016805
50,50.56789944
75,71.9228059
57,54.97957869
32,29.53740988
93,94.37143648
68,69.07305293
32,35.91625179
97,94.82761676
89,88.2461469
20,18.57461249
80,80.58726904
96,93.15628561
34,36.52744485
0,2.607594919
28,29.36201264
47,51.82794451
98,100.3921737
8,11.57504923
31,31.08938488
55,54.77512251
39,41.16021507
43,45.48906396
19,19.67271155
2,-0.287854719
78,76.13382073
43,49.87451292
26,25.92799463
30,32.34579292
10,10.36841359
90,92.62494307
55,57.69189556
49,49.21434396
11,12.99555045
1,-3.19100046
9,7.680985586
61,61.55347514
80,83.46775162
88,86.35489208
88,83.55512246
71,68.77702157
26,22.94447746
64,68.48603694
43,40.22501371
21,21.86353472
30,31.89717571
67,64.17228228
46,47.37082669
65,67.46168883
13,14.37228884
31,33.99598822
75,76.03608737
84,80.80113662
40,35.95485232
63,63.35421031
91,89.6919337
76,74.73440135
65,63.06968102
97,100.7692945
30,35.20312929
42,48.25852991
31,32.22321236
59,59.56072352
11,8.9895492
99,98.23973889
43,41.56616014
66,72.17173834
43,37.46939162
54,58.78993292
33,33.96514622
65,60.79759094
36,26.90136976
55,53.32647731
44,43.91015833
61,63.96477003
74,70.84075456
13,13.43437065
83,74.67037708
68,64.35734826
92,91.91938344
79,77.98525706
91,91.82815597
10,11.05548905
35,31.84487368
33,37.17765773
59,61.12081423
42,41.93904997
44,42.618669
14,15.21054976
32,31.30325071
93,96.57322361
44,48.91632684
25,20.65182352
3,7.558612035
66,66.97756159
81,82.61942507
89,91.22633189
76,72.32387436
31,32.61400361
62,61.36434124
66,69.50886368
52,50.38744563
100,99.82239909
79,77.25056715
34,37.21351807
57,54.14487301
69,66.17182427
40,40.20275138
35,33.02894984
81,85.943679
39,32.07075376
7,6.101820289
42,41.22497564
83,82.00875395
31,32.77112862
34,28.60254985
68,70.94185199
5,4.885087183
42,44.19782058
18,23.35091635
74,73.12551066
53,50.3005588
1,-3.776508336
14,11.62912099
33,32.45648933
25,21.84122681
83,87.89398745
59,55.61588091
39,45.00226449
98,97.47861483
99,98.14381836
78,76.69487795
100,96.71403758
9,5.820720041
37,39.56184144
33,33.37452637
59,60.05775789
55,58.18720088
8,5.943520289
57,53.23829481
57,60.20518982
30,23.28667342
51,51.41759963
89,91.97898268
62,56.11342999
12,10.76580839
60,55.84990287
47,46.71259869
66,64.11010719
84,85.79485645
21,22.64921862
46,45.3397623
17,17.42936586
97,97.53320427
90,91.99070994
77,76.3954976
39,38.82947898
60,58.4393054
33,34.56532099
35,32.82373838
62,58.57665877
94,92.67294434
76,80.10243046
14,13.76190081
100,98.38496884
34,29.33842118
89,93.03586151
71,70.22441251
22,24.28651929
73,80.39634658
94,96.33561988
80,79.38187939
60,55.93605427
16,14.23660012
64,64.09847513
25,27.17585914
66,62.91429156
73,73.55190318
99,97.61538155
98,100.0618699
77,68.80077004
77,78.62957915
77,77.4402969
12,10.76250414
46,48.45328774
1,-0.181902824
25,27.4828769
26,26.48074256
7,12.87181179
44,44.4646849
30,30.69141328
4,2.406141212
53,50.79349397
67,65.775188
12,10.81816609
46,49.2400699
92,90.80646678
78,81.81688663
94,96.43815871
52,48.61133665
8,12.36027007
49,49.73915267
73,72.11651554
53,48.81988003
0,-0.730211522
37,37.94088471
87,84.7192835
3,-0.116304153
48,47.43528798
79,74.88599686
57,59.30277098
16,12.93436033
45,46.26535558
4,0.440372724
63,63.00179819
40,46.24764307
62,66.87734966
40,43.08879534
14,10.97108442
69,69.05176428
88,86.23972963
82,87.48302372
20,18.64885173
97,96.45399124
80,77.48149154
22,21.03085347
42,43.17221519
11,11.52036287
74,79.2084543
15,13.19779306
41,40.651512
3,4.362371332
37,37.19960838
47,39.32812628
39,38.00205631
33,30.02826165
2,2.661142469
29,30.02042221
58,56.46825637
55,53.57053302
91,91.83650435
22,24.18404625
37,35.52454018
22,21.90643816
98,96.95727835
87,86.62555326
61,57.1413664
87,89.62806973
64,61.14517866
77,71.9113552
37,33.72476759
20,17.06581447
37,31.88021952
60,59.87887617
97,95.43615861
70,70.62680271
32,29.78154308
39,39.34920476
72,76.34085782
97,97.34941999
78,73.74882482
56,52.80340122
11,13.83415314
64,62.15931544
37,28.65197667
88,83.79849348
2,4.695145264
56,59.04011735
5,8.813788678
15,15.86386745
13,18.21951412
8,9.77949818
52,50.55193381
57,56.96745822
81,81.18565296
94,93.70125234
96,93.95375909
69,72.62889479
71,72.95300135
43,45.02186203
100,100.5885647
51,50.49519311
15,18.91307264
26,26.27182982
70,71.98073808
22,17.9504261
71,69.70606254
50,47.56084167
42,45.68679756
43,43.50540215
21,20.61738741
18,14.39224474
24,21.90155587
72,75.86620587
16,17.79769576
61,62.97446508
30,28.30763633
16,13.46871301
80,72.62259871
45,52.01142622
86,78.6828538
89,88.39580379
94,91.01448339
2,-0.4630772
35,39.84687401
5,4.023333802
18,16.84435631
52,51.27880254
32,34.10478549
61,62.2928417
94,89.66940625
78,80.69808594
68,66.46513984
34,33.3371079
95,97.46696159
6,6.000185582
56,59.68316304
4,2.028379981
58,56.50747379
63,69.72778961
64,65.42640314
79,78.48143053
24,17.9535639
98,97.62482121
69,70.48745604
86,91.81350374
48,46.04131693
26,30.4194889
50,47.2912651
14,15.22144801
32,27.8788408
77,82.56645779
95,90.22387343
33,30.0451189
99,99.61516786
6,6.131935689
46,43.65676969
46,42.61641366
50,50.84420609
61,58.16097201
52,56.01354432
18,17.93718186
54,51.54578971
64,62.99949766
39,38.87649961
67,62.79545608
18,19.94514131
35,37.57256056
23,24.93412734
65,71.71687033
37,33.49110368
88,85.63240376
59,57.79543153
32,33.66025565
18,16.62355932
25,27.96405738
65,65.72334851
41,41.15870959
23,16.30251539
30,27.2071687
19,20.092173
18,17.55903457
5,7.583686643
61,57.06650396
88,89.12877769
